"Cod10","Title","Price","position","category","macro_category","micro_category","macro_category_id","micro_category_id","color","color_id","product_price","discountedPrice","price_tf","discountedPrice_tf","quantity","coupon","is_in_stock","list","url","img_src","filename"
"10441140CL","Gathered-sleeve blouse","2090","144","2298/29768","Ready-to-wear","Top","2298","29768","Black","23387","2090","1045","2090.0","1045.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10441140cl.html","https://www.chloe.com/product_image/10441140CL/f/w282.jpg","clothing.html"
"54206392HF","Wide-leg sailor pants","1790","145","2298/29772","Ready-to-wear","Pants ","2298","29772","Black","23387","1790","1790","1790.0","1790.0","1","","True","searchresult","https://www.chloe.com/us/pants_cod54206392hf.html","https://www.chloe.com/product_image/54206392HF/f/w282.jpg","clothing.html"
"16339167GV","Asymmetrical biker leather jacket","5250","146","2298/29755","Ready-to-wear","Jackets ","2298","29755","Black","23387","5250","2625","5250.0","2625.0","1","","True","searchresult","https://www.chloe.com/us/jackets_cod16339167gv.html","https://www.chloe.com/product_image/16339167GV/f/w282.jpg","clothing.html"
"10441138IG","Balloon-sleeve printed shirt","1590","147","2298/29768","Ready-to-wear","Top","2298","29768","BLACK - WHITE 1","20585","1590","795","1590.0","795.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10441138ig.html","https://www.chloe.com/product_image/10441138IG/f/w282.jpg","clothing.html"
"30280930QJ","Printed flared midi skirt","1950","148","2298/29828","Ready-to-wear","Skirts","2298","29828","BLACK - WHITE 1","20585","1950","975","1950.0","975.0","1","","True","searchresult","https://www.chloe.com/us/skirts_cod30280930qj.html","https://www.chloe.com/product_image/30280930QJ/f/w282.jpg","clothing.html"
"15395528KH","Printed balloon-sleeve shirt dress","2590","149","2298/29827","Ready-to-wear","Dresses","2298","29827","BLACK - WHITE 1","20585","2590","1295","2590.0","1295.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15395528kh.html","https://www.chloe.com/product_image/15395528KH/f/w282.jpg","clothing.html"
"16339184XI","Sleeveless coat","3900","150","2298/29818","Ready-to-wear","Coats","2298","29818","Black","23387","3900","1950","3900.0","1950.0","1","","True","searchresult","https://www.chloe.com/us/coats_cod16339184xi.html","https://www.chloe.com/product_image/16339184XI/f/w282.jpg","clothing.html"
"10441133UH","Embroidered Balloon-sleeve shirt","1950","151","2298/29768","Ready-to-wear","Top","2298","29768","Iconic Milk","1244","1950","1950","1950.0","1950.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10441133uh.html","https://www.chloe.com/product_image/10441133UH/f/w282.jpg","clothing.html"
"16339170CS","Cut-out jumper","1950","152","2298/29770","Ready-to-wear","Knitwear","2298","29770","Black","23387","1950","975","1950.0","975.0","1","","True","searchresult","https://www.chloe.com/us/knitwear_cod16339170cs.html","https://www.chloe.com/product_image/16339170CS/f/w282.jpg","clothing.html"
"54206393QL","High-rise tailored pants","1950","153","2298/29772","Ready-to-wear","Pants ","2298","29772","Eden White","7355","1950","975","1950.0","975.0","1","","True","searchresult","https://www.chloe.com/us/pants_cod54206393ql.html","https://www.chloe.com/product_image/54206393QL/f/w282.jpg","clothing.html"
"15395521CC","One-shoulder fitted long dress","6000","154","2298/29827","Ready-to-wear","Dresses","2298","29827","Iconic Milk","1244","6000","2998","6000.0","2998.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15395521cc.html","https://www.chloe.com/product_image/15395521CC/f/w282.jpg","clothing.html"
"15395525OG","Bustier midi dress","5250","155","2298/29827","Ready-to-wear","Dresses","2298","29827","Eden White","7355","5250","2625","5250.0","2625.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15395525og.html","https://www.chloe.com/product_image/15395525OG/f/w282.jpg","clothing.html"
"16339172IP","Short-sleeve ruffled top","1690","156","2298/29770","Ready-to-wear","Knitwear","2298","29770","Black","23387","1690","845","1690.0","845.0","1","","True","searchresult","https://www.chloe.com/us/knitwear_cod16339172ip.html","https://www.chloe.com/product_image/16339172IP/f/w282.jpg","clothing.html"
"54206389BI","Flared jeans","1450","157","2298/29772","Ready-to-wear","Pants ","2298","29772","Faded Denim","10461","1450","725","1450.0","725.0","1","","True","searchresult","https://www.chloe.com/us/pants_cod54206389bi.html","https://www.chloe.com/product_image/54206389BI/f/w282.jpg","clothing.html"
"16339173ED","Single-breasted tailored jacket","4290","158","2298/29755","Ready-to-wear","Jackets ","2298","29755","SILVER CLOUD","62722","4290","2145","4290.0","2145.0","1","","True","searchresult","https://www.chloe.com/us/jackets_cod16339173ed.html","https://www.chloe.com/product_image/16339173ED/f/w282.jpg","clothing.html"
"10441141GV","Scoop-neck tank top","1290","159","2298/29768","Ready-to-wear","Top","2298","29768","SILVER CLOUD","62722","1290","645","1290.0","645.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10441141gv.html","https://www.chloe.com/product_image/10441141GV/f/w282.jpg","clothing.html"
"54206390LL","Wide-leg sailor pants","2590","160","2298/29772","Ready-to-wear","Pants ","2298","29772","SILVER CLOUD","62722","2590","1295","2590.0","1295.0","1","","True","searchresult","https://www.chloe.com/us/pants_cod54206390ll.html","https://www.chloe.com/product_image/54206390LL/f/w282.jpg","clothing.html"
"15395530OR","Cut-out shirt dress","3390","161","2298/29827","Ready-to-wear","Dresses","2298","29827","BLACK - WHITE 1","20585","3390","1695","3390.0","1695.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15395530or.html","https://www.chloe.com/product_image/15395530OR/f/w282.jpg","clothing.html"
"15395526EL","Bow-strap sun dress","2490","162","2298/29827","Ready-to-wear","Dresses","2298","29827","Black","23387","2490","2490","2490.0","2490.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15395526el.html","https://www.chloe.com/product_image/15395526EL/f/w282.jpg","clothing.html"
"15395531EB","Asymmetrical mini dress","3900","163","2298/29827","Ready-to-wear","Dresses","2298","29827","","","3900","1950","3900.0","1950.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15395531eb.html","https://www.chloe.com/product_image/15395531EB/f/w282.jpg","clothing.html"
"15395529GR","Cut-out shirt dress","3550","164","2298/29827","Ready-to-wear","Dresses","2298","29827","Dark Ochre","14732","3550","1775","3550.0","1775.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15395529gr.html","https://www.chloe.com/product_image/15395529GR/f/w282.jpg","clothing.html"
"10441134XK","Cut-out blouse","1790","165","2298/29768","Ready-to-wear","Top","2298","29768","Dark Ochre","14732","1790","895","1790.0","895.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10441134xk.html","https://www.chloe.com/product_image/10441134XK/f/w282.jpg","clothing.html"
"10441136XT","Collarless blouse","1250","166","2298/29768","Ready-to-wear","Top","2298","29768","White","23388","1250","1250","1250.0","1250.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10441136xt.html","https://www.chloe.com/product_image/10441136XT/f/w282.jpg","clothing.html"
"30280931BJ","Embroidered A-line mini skirt","1690","167","2298/29828","Ready-to-wear","Skirts","2298","29828","Eden White","7355","1690","845","1690.0","845.0","1","","True","searchresult","https://www.chloe.com/us/skirts_cod30280931bj.html","https://www.chloe.com/product_image/30280931BJ/f/w282.jpg","clothing.html"
"16339168ME","Fitted long cardigan","1190","168","2298/29770","Ready-to-wear","Knitwear","2298","29770","","","1190","1190","1190.0","1190.0","1","","True","searchresult","https://www.chloe.com/us/knitwear_cod16339168me.html","https://www.chloe.com/product_image/16339168ME/f/w282.jpg","clothing.html"
"10441149TU","Scoop-neck tank top","700","169","2298/29768","Ready-to-wear","Top","2298","29768","Iconic Milk","1244","700","350","700.0","350.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10441149tu.html","https://www.chloe.com/product_image/10441149TU/f/w282.jpg","clothing.html"
"16339175UL","Balloon-sleeve jacket","2450","170","2298/29755","Ready-to-wear","Jackets ","2298","29755","Pearl Beige","32277","2450","2450","2450.0","2450.0","1","","True","searchresult","https://www.chloe.com/us/jackets_cod16339175ul.html","https://www.chloe.com/product_image/16339175UL/f/w282.jpg","clothing.html"
"54206394MW","High-rise tailored pants","1450","171","2298/29772","Ready-to-wear","Pants ","2298","29772","","","1450","725","1450.0","725.0","1","","True","searchresult","https://www.chloe.com/us/pants_cod54206394mw.html","https://www.chloe.com/product_image/54206394MW/f/w282.jpg","clothing.html"
"15395518IF","Embroidered denim shirt dress","2590","172","2298/29827","Ready-to-wear","Dresses","2298","29827","MULTICOLOR BLUE 1","21182","2590","1295","2590.0","1295.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15395518if.html","https://www.chloe.com/product_image/15395518IF/f/w282.jpg","clothing.html"
"10441139MJ","Printed boat-neck top","1590","173","2298/29768","Ready-to-wear","Top","2298","29768","BLACK - WHITE 1","20585","1590","795","1590.0","795.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10441139mj.html","https://www.chloe.com/product_image/10441139MJ/f/w282.jpg","clothing.html"
"15395522OR","Mock-neck mini dress","1950","174","2298/29827","Ready-to-wear","Dresses","2298","29827","Black","23387","1950","975","1950.0","975.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15395522or.html","https://www.chloe.com/product_image/15395522OR/f/w282.jpg","clothing.html"
"15395523HC","Mock-neck mini dress","1950","175","2298/29827","Ready-to-wear","Dresses","2298","29827","Iconic Milk","1244","1950","975","1950.0","975.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15395523hc.html","https://www.chloe.com/product_image/15395523HC/f/w282.jpg","clothing.html"
"10441135OM","Collarless blouse","1250","176","2298/29768","Ready-to-wear","Top","2298","29768","Black","23387","1250","1250","1250.0","1250.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10441135om.html","https://www.chloe.com/product_image/10441135OM/f/w282.jpg","clothing.html"
"16255651BL","Ruched puffer jacket","2490","177","2298/29755","Ready-to-wear","Jackets ","2298","29755","Seedpearl Beige","4805","2490","1245","2490.0","1245.0","1","","True","searchresult","https://www.chloe.com/us/jackets_cod16255651bl.html","https://www.chloe.com/product_image/16255651BL/f/w282.jpg","clothing.html"
"16278470GV","Ruched puffer cape coat","4100","178","2298/29818","Ready-to-wear","Coats","2298","29818","Black","23387","4100","2050","4100.0","2050.0","1","","True","searchresult","https://www.chloe.com/us/coats_cod16278470gv.html","https://www.chloe.com/product_image/16278470GV/f/w282.jpg","clothing.html"
"15350381FG","Fitted maxi dress","1850","179","2298/29827","Ready-to-wear","Dresses","2298","29827","Black","23387","1850","925","1850.0","925.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15350381fg.html","https://www.chloe.com/product_image/15350381FG/f/w282.jpg","clothing.html"
"16283010LO","Long coat","12250","180","2298/29818","Ready-to-wear","Coats","2298","29818","BLACK - WHITE 1","20585","12250","6125","12250.0","6125.0","1","","True","searchresult","https://www.chloe.com/us/coats_cod16283010lo.html","https://www.chloe.com/product_image/16283010LO/f/w282.jpg","clothing.html"
"16314008QA","Balloon-sleeve long wrap coat","4290","181","2298/29818","Ready-to-wear","Coats","2298","29818","Black","23387","4290","2145","4290.0","2145.0","1","","True","searchresult","https://www.chloe.com/us/coats_cod16314008qa.html","https://www.chloe.com/product_image/16314008QA/f/w282.jpg","clothing.html"
"16283032NX","Long double-breasted jacket","3850","182","2298/29755","Ready-to-wear","Jackets ","2298","29755","Black","23387","3850","1925","3850.0","1925.0","1","","True","searchresult","https://www.chloe.com/us/jackets_cod16283032nx.html","https://www.chloe.com/product_image/16283032NX/f/w282.jpg","clothing.html"
"54199971SS","High-waisted flare pants","1690","183","2298/29772","Ready-to-wear","Pants ","2298","29772","Black","23387","1690","845","1690.0","845.0","1","","True","searchresult","https://www.chloe.com/us/pants_cod54199971ss.html","https://www.chloe.com/product_image/54199971SS/f/w282.jpg","clothing.html"
"16283026DE","Fitted mock-neck sweater","1550","184","2298/29770","Ready-to-wear","Knitwear","2298","29770","Iconic Milk","1244","1550","775","1550.0","775.0","1","","True","searchresult","https://www.chloe.com/us/knitwear_cod16283026de.html","https://www.chloe.com/product_image/16283026DE/f/w282.jpg","clothing.html"
"30167456BQ","A-line midi skirt","1290","185","2298/29828","Ready-to-wear","Skirts","2298","29828","","","1290","645","1290.0","645.0","1","","True","searchresult","https://www.chloe.com/us/skirts_cod30167456bq.html","https://www.chloe.com/product_image/30167456BQ/f/w282.jpg","clothing.html"
"16283035TR","Two-button tailored jacket","3190","186","2298/29755","Ready-to-wear","Jackets ","2298","29755","COCONUT MILK","38972","3190","1595","3190.0","1595.0","1","","True","searchresult","https://www.chloe.com/us/jackets_cod16283035tr.html","https://www.chloe.com/product_image/16283035TR/f/w282.jpg","clothing.html"
"54199972QS","High-waisted flare pants","1690","187","2298/29772","Ready-to-wear","Pants ","2298","29772","","","1690","845","1690.0","845.0","1","","True","searchresult","https://www.chloe.com/us/pants_cod54199972qs.html","https://www.chloe.com/product_image/54199972QS/f/w282.jpg","clothing.html"
"16283029LB","Collarless fitted jacket","2890","188","2298/29755","Ready-to-wear","Jackets ","2298","29755","Eden White","7355","2890","1445","2890.0","1445.0","1","","True","searchresult","https://www.chloe.com/us/jackets_cod16283029lb.html","https://www.chloe.com/product_image/16283029LB/f/w282.jpg","clothing.html"
"30167458WB","Flared midi skirt","2290","189","2298/29828","Ready-to-wear","Skirts","2298","29828","Eden White","7355","2290","1145","2290.0","1145.0","1","","True","searchresult","https://www.chloe.com/us/skirts_cod30167458wb.html","https://www.chloe.com/product_image/30167458WB/f/w282.jpg","clothing.html"
"16283016QU","Masculine overcoat","3900","190","2298/29818","Ready-to-wear","Coats","2298","29818","","","3900","1950","3900.0","1950.0","1","","True","searchresult","https://www.chloe.com/us/coats_cod16283016qu.html","https://www.chloe.com/product_image/16283016QU/f/w282.jpg","clothing.html"
"16283022BU","Generous mock-neck sweater","1690","191","2298/29770","Ready-to-wear","Knitwear","2298","29770","Iconic Milk","1244","1690","845","1690.0","845.0","1","","True","searchresult","https://www.chloe.com/us/knitwear_cod16283022bu.html","https://www.chloe.com/product_image/16283022BU/f/w282.jpg","clothing.html"
"30167459WM","Flared midi skirt","2790","192","2298/29828","Ready-to-wear","Skirts","2298","29828","Pearl Beige","32277","2790","1395","2790.0","1395.0","1","","True","searchresult","https://www.chloe.com/us/skirts_cod30167459wm.html","https://www.chloe.com/product_image/30167459WM/f/w282.jpg","clothing.html"
